tt0085127,Project A,Hong Kong Film Award for Best Action Choreography
tt0115033,The Young Poisoner's Handbook,Sundance Film Festival U.S. Dramatic Grand Jury Prize Award
tt0080408,Bad Timing,Toronto International Film Festival People's Choice Award
tt0067093,Fiddler on the Roof,Academy Award for Best Cinematography
tt0067093,Fiddler on the Roof,Academy Award for Best Sound
tt0067093,Fiddler on the Roof,Academy Award for Best Original Song Score
tt0273517,Darkness,Ignotus Award for Best Audiovisual Production
tt0273517,Darkness,Barcelona Film Awards
tt0057831,Zorba the Greek,Academy Award for Best Supporting Actress
tt0057831,Zorba the Greek,National Board of Review: Top Ten Films
tt0057831,Zorba the Greek,"Academy Award for Best Cinematography, Black-and-White"
tt0057831,Zorba the Greek,"Academy Award for Best Art Direction, Black and White"
tt0880502,The Edge of Heaven,European Film Award for Best Screenwriter
tt0880502,The Edge of Heaven,Lux Prize
tt0327597,Coraline,Annecy Cristal for a Feature Film
tt0166896,The Straight Story,European Film Award for Best Non-European Film
tt0166896,The Straight Story,New York Film Critics Circle Award for Best Actor
tt0166896,The Straight Story,National Board of Review: Top Ten Films
tt0166896,The Straight Story,Independent Spirit Award for Best Male Lead
tt0115685,The Birdcage,Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture
tt0049367,Invitation to the Dance,Golden Bear
tt0025423,The Lost Patrol,National Board of Review: Top Ten Films
tt0077289,California Suite,Academy Award for Best Supporting Actress
tt0077289,California Suite,Los Angeles Film Critics Association Award for Best Actress
tt0120890,Wild Things,Los Angeles Film Critics Association Award for Best Supporting Actor
tt0417397,The 9th Company,Nika Award for best film
tt1470827,Monsters,Saturn Award for Best International Film
tt1470827,Monsters,Sitges Film Festival best special effects award
tt0119324,The House of Yes,Sundance Special Jury Prize for Acting
tt0077289,California Suite,Golden Globe Award for Best Actress in a Motion Picture – Musical or Comedy
tt0145653,Angela's Ashes,Las Vegas Film Critics Society Award for Best Score
tt0145653,Angela's Ashes,Irish Film & Television Award for Best Feature Film
tt0145653,Angela's Ashes,Irish Film and Television Award for Best Craft Achievement - Film
tt0150992,Hum Dil De Chuke Sanam,Filmfare Award for Best Film
tt0150992,Hum Dil De Chuke Sanam,Zee Cine Award for Best Film
tt0972883,Red,Sitges Film Festival Best Actor award
tt0051003,The Spirit of St. Louis,National Board of Review: Top Ten Films
tt0114906,Welcome to the Dollhouse,Sundance Film Festival U.S. Dramatic Grand Jury Prize Award
tt1562872,Zindagi Na Milegi Dobara,Screen Award for Best Film
tt1562872,Zindagi Na Milegi Dobara,Filmfare Award for Best Choreography
tt1562872,Zindagi Na Milegi Dobara,Filmfare Award for Best Film
tt1562872,Zindagi Na Milegi Dobara,Zee Cine Award for Best Film
tt0181288,American Movie,Sundance Film Festival Grand Jury Prize for Best Documentary
tt1821641,The Congress,European Film Award for Best Animated Feature Film
tt0032910,Pinocchio,Academy Award for Best Original Score
tt0151511,Mausam,National Film Award for Best Actress
tt0151511,Mausam,National Film Award for Second Best Feature Film
tt0151511,Mausam,Filmfare Award for Best Director
tt0151511,Mausam,Filmfare Award for Best Film
tt1663202,The Revenant,Academy Award for Best Director
tt1663202,The Revenant,Academy Award for Best Actor
tt1663202,The Revenant,Academy Award for Best Cinematography
tt1663202,The Revenant,BAFTA Award for Best Film
tt3659388,The Martian,"Hugo Award for Best Dramatic Presentation, Long Form"
tt3659388,The Martian,National Board of Review: Top Ten Films
tt4285496,Embrace of the Serpent,Alfred P. Sloan Prize
imdb_id,title,award_label
tt0913425,Broken Embraces,European Film Award for Best Composer
tt0314412,My Life Without Me,Goya Award for Best Original Screenplay
tt0314412,My Life Without Me,24th Genie Awards
tt0051411,The Big Country,Academy Award for Best Supporting Actor
tt0335119,Girl with a Pearl Earring,European Film Award for Best Cinematographer
tt1010048,Slumdog Millionaire,National Board of Review Award for Best Film
tt1010048,Slumdog Millionaire,National Board of Review: Top Ten Films
tt1010048,Slumdog Millionaire,Dallas-Fort Worth Film Critics Association Award for Best Film
tt1010048,Slumdog Millionaire,Amanda Award for Best Foreign Feature Film
tt1010048,Slumdog Millionaire,Academy Award for Best Director
tt1010048,Slumdog Millionaire,"Academy Award for Best Writing, Adapted Screenplay"
tt1010048,Slumdog Millionaire,Academy Award for Best Picture
tt1010048,Slumdog Millionaire,Academy Award for Best Cinematography
tt1010048,Slumdog Millionaire,BAFTA Award for Best Film
tt1010048,Slumdog Millionaire,Academy Award for Best Film Editing
tt1010048,Slumdog Millionaire,Academy Award for Best Original Score
tt1010048,Slumdog Millionaire,European Film Award – People's Choice Award for Best European Film
tt1010048,Slumdog Millionaire,Academy Award for Best Sound
tt1010048,Slumdog Millionaire,Golden Globe Award for Best Motion Picture – Drama
tt1010048,Slumdog Millionaire,European Film Award for Best Cinematographer
tt1010048,Slumdog Millionaire,Golden Globe Award for Best Original Score
tt1440266,Pina,European Film Award for Best Documentary
tt0019729,The Broadway Melody,Academy Award for Best Picture
tt0096018,Running on Empty,National Board of Review: Top Ten Films
tt0021156,Morocco,National Board of Review: Top Ten Films
tt0071691,The Enigma of Kaspar Hauser,Cannes Film Festival Grand Prix by
tt1675192,Take Shelter,Grand prix du Festival de Deauville
tt0057091,The Leopard,Palme d'Or
tt0333780,"Legally Blonde 2: Red, White & Blonde",Genesis Award
tt0108500,Les Visiteurs,César Award for Best Supporting Actress
tt0056436,Sahib Bibi Aur Ghulam,Filmfare Award for Best Film
tt0110882,Before the Rain,Golden Lion
tt0080979,Kagemusha,César Award for Best Foreign Film
tt0080979,Kagemusha,Palme d'Or
tt0089893,Red Sonja,Golden Raspberry Award for Worst New Star
tt0029606,A Star Is Born,Academy Award for Best Story
tt0029606,A Star Is Born,National Board of Review: Top Ten Films
tt0084917,The World According to Garp,National Board of Review: Top Ten Films
tt0061735,Guess Who's Coming to Dinner,Silver nugget for the best foreign film
tt0061735,Guess Who's Coming to Dinner,"Academy Award for Best Writing, Original Screenplay"
tt0061735,Guess Who's Coming to Dinner,Academy Award for Best Actress
tt1340107,In a Better World,Academy Award for Best International Feature Film
tt1340107,In a Better World,European Film Award for Best Director
tt0080310,Breaker Morant,AACTA Award for Best Editing
tt0080310,Breaker Morant,AACTA Award for Best Sound
tt0080310,Breaker Morant,Australian Film Institute Award for Best Screenplay
tt0080310,Breaker Morant,National Board of Review: Top Ten Films
tt0080310,Breaker Morant,AACTA Award for Best Film
tt0080310,Breaker Morant,AACTA Award for Best Actor in a Supporting Role
tt0080310,Breaker Morant,AACTA Award for Best Actor in a Leading Role
tt0080310,Breaker Morant,AACTA Award for Best Cinematography
tt0080310,Breaker Morant,AACTA Award for Best Costume Design
tt0080310,Breaker Morant,AACTA Award for Best Direction
tt0069765,Bang the Drum Slowly,National Board of Review: Top Ten Films
tt0032145,Wuthering Heights,National Board of Review: Top Ten Films
tt0159382,Croupier,National Board of Review: Top Ten Films
tt0032145,Wuthering Heights,"Academy Award for Best Cinematography, Black-and-White"
tt0031742,Of Mice and Men,National Board of Review: Top Ten Films
tt0097889,Miracle Mile,Sitges Film Festival best special effects award
tt1407972,Dream Home,Sitges Film Festival Best Actress award
tt0038924,The Seventh Veil,"Academy Award for Best Writing, Original Screenplay"
tt0434541,Macbeth,AACTA Award for Best Costume Design
tt0434541,Macbeth,AACTA Award for Best Production Design
tt0042622,Julius Caesar,Golden Leopard
tt2802154,Leviathan,Golden Globe Award for Best Non-English Language Film
tt2802154,Leviathan,Asia Pacific Screen Award for Best Feature Film
tt3322420,Queen,Filmfare Award for Best Film
tt3674140,The Salt of the Earth,Tromsø International Film Festival's audience award
tt4400038,Chocolat,César Award for Best Production Design
tt4400038,Chocolat,César Award for Best Supporting Actor
tt4547056,The Girl with All the Gifts,Sitges Film Festival Best Actress award
imdb_id,title,award_label
tt0106215,Acción mutante,Ignotus Award for Best Audiovisual Production
tt0195685,Erin Brockovich,Academy Award for Best Actress
tt0116250,Evita,National Board of Review: Top Ten Films
tt0366548,Happy Feet,Academy Award for Best Animated Feature
tt0366548,Happy Feet,Genesis Award
tt1440129,Battleship,Golden Raspberry Award for Worst Supporting Actress
tt0212712,2046,European Film Award for Best Non-European Film
tt0050419,Funny Face,National Board of Review: Top Ten Films
tt0025464,Manhattan Melodrama,Academy Award for Best Story
tt0030993,You Can't Take It With You,Academy Award for Best Director
tt0030993,You Can't Take It With You,Academy Award for Best Picture
tt0105197,The Story of Qiu Ju,Golden Lion
tt0105197,The Story of Qiu Ju,Golden Rooster Award for Best Picture
tt0105197,The Story of Qiu Ju,Hundred Flowers Award for Best Picture
tt0082979,Reds,Academy Award for Best Director
tt0082979,Reds,Academy Award for Best Supporting Actress
tt0095936,Qayamat Se Qayamat Tak,Filmfare Award for Best Film
tt0082979,Reds,Academy Award for Best Cinematography
tt0082979,Reds,BAFTA Award for Best Actor in a Supporting Role
tt0082979,Reds,Golden Globe Award for Best Director
tt0082979,Reds,BAFTA Award for Best Actress in a Supporting Role
tt0082979,Reds,National Board of Review Award for Best Film
tt0082979,Reds,National Board of Review: Top Ten Films
tt0103850,Bob Roberts,National Board of Review: Top Ten Films
tt1071812,Mao's Last Dancer,AACTA Award for Best Original Music Score
tt0045039,Plymouth Adventure,Academy Award for Best Special Effects
tt0104507,Indochine,César Award for Best Cinematography
tt0104507,Indochine,Golden Globe Award for Best Non-English Language Film
tt0104507,Indochine,César Award for Best Actress
tt0104507,Indochine,César Award for Best Supporting Actress
tt0104507,Indochine,Academy Award for Best International Feature Film
tt0104507,Indochine,César Award for Best Production Design
tt0104507,Indochine,César Award for Best Sound
tt0104507,Indochine,National Board of Review Award for Best Foreign Language Film
tt0104507,Indochine,Goya Award for Best European Film
tt0115822,Captain Conan,César Award for Best Actor
tt0115822,Captain Conan,César Award for Best Director
tt0023305,One Way Passage,Academy Award for Best Story
tt0102609,Other People's Money,César Award for Best Film
tt0140888,Central Station,Silver Bear for Best Actress
tt0140888,Central Station,Golden Globe Award for Best Non-English Language Film
tt0140888,Central Station,Los Angeles Film Critics Association Award for Best Actress
tt0060802,Closely Watched Trains,Academy Award for Best International Feature Film
tt0140888,Central Station,Golden Bear
tt0120868,"Torrente, the dumb arm of the law",Goya Award for Best Supporting Actor
tt0120868,"Torrente, the dumb arm of the law",Goya Award for Best New Director
tt0140888,Central Station,National Board of Review Award for Best Foreign Language Film
tt0140888,Central Station,National Board of Review Award for Best Actress
tt0140888,Central Station,Satellite Award for Best Foreign Language Film
tt0140888,Central Station,BAFTA Award for Best Film Not in the English Language
tt0105793,Wayne's World,MTV Movie Award for Best On-Screen Duo
tt0083789,Danton,BAFTA Award for Best Film Not in the English Language
tt0083789,Danton,César Award for Best Director
tt0083789,Danton,Louis Delluc Prize
tt0083789,Danton,London Film Critics Circle Award for Director of the Year
tt0083789,Danton,National Society of Film Critics Award for Best Actor
tt0046799,Boot Polish,Filmfare Award for Best Supporting Actor
tt0046799,Boot Polish,Filmfare Award for Best Cinematographer
tt0046799,Boot Polish,Filmfare Award for Best Film
tt0473488,A Guide to Recognizing Your Saints,Sundance U.S. Directing Award: Dramatic
tt0473488,A Guide to Recognizing Your Saints,Sundance Special Jury Prize for Ensemble Cast
tt0046754,The Barefoot Contessa,Academy Award for Best Supporting Actor
tt0141974,The War Zone,European Film Award for European Discovery of the Year
tt0105488,Strictly Ballroom,AACTA Award for Best Film
tt0105488,Strictly Ballroom,AACTA Award for Best Actor in a Supporting Role
tt0105488,Strictly Ballroom,AACTA Award for Best Actress in a Supporting Role
tt0105488,Strictly Ballroom,AACTA Award for Best Costume Design
tt0105488,Strictly Ballroom,AACTA Award for Best Direction
tt0105488,Strictly Ballroom,AACTA Award for Best Editing
tt0105488,Strictly Ballroom,AACTA Award for Best Production Design
tt0105488,Strictly Ballroom,Australian Film Institute Award for Best Screenplay
tt0367089,The Squid and the Whale,Sundance U.S. Directing Award: Dramatic
tt1680114,Snowtown,AACTA Award for Best Adapted Screenplay
tt1680114,Snowtown,AACTA Award for Best Actress in a Supporting Role
tt1680114,Snowtown,AACTA Award for Best Actor in a Leading Role
tt1680114,Snowtown,AACTA Award for Best Direction
tt1680114,Snowtown,AACTA Award for Best Editing
tt1680114,Snowtown,AACTA Award for Best Sound
tt0367089,The Squid and the Whale,Waldo Salt Screenwriting Award
tt0881200,Assembly,Golden Rooster Award for Best Picture
tt0881200,Assembly,Hundred Flowers Award for Best Picture
tt0881200,Assembly,Huabiao Award for Outstanding Film
tt0037077,The Miracle of Morgan's Creek,National Board of Review: Top Ten Films
tt0048452,Ordet,Golden Lion
tt0048452,Ordet,Bodil Award for Best Danish Film
tt2334649,Fruitvale Station,Sundance Audience Award: U.S. Dramatic
tt2334649,Fruitvale Station,National Board of Review: Top Ten Films
tt2334649,Fruitvale Station,Sundance Film Festival U.S. Dramatic Grand Jury Prize Award
tt2334649,Fruitvale Station,Producers Guild Stanley Kramer Award
tt2328813,Hard to Be a God,Nika award for the best work of the artist Costume
tt1148165,Bran Nue Dae,AACTA Award for Best Actress in a Supporting Role
tt0075922,Death Weekend,Sitges Film Festival Best Actress award
tt0075922,Death Weekend,Sitges Film Festival Best Screenplay award
tt2771800,Rigor Mortis,Hong Kong Film Award for Best Supporting Actress
tt2852406,Omar,Asia Pacific Screen Award for Best Feature Film
tt4730986,Divines,César Award for Best Supporting Actress
imdb_id,title,award_label
tt0049408,The King and I,"Academy Award for Best Art Direction, Color"
tt0049408,The King and I,Academy Award for Best Actor
tt0049408,The King and I,Academy Award for Best Sound
tt0049408,The King and I,National Board of Review: Top Ten Films
tt0049408,The King and I,Academy Award for Best Original Musical Score
tt0049408,The King and I,"Academy Award for Best Costume Design, Color"
tt0106307,Arizona Dream,Silver Bear Grand Jury Prize
tt0101898,Flirting,AACTA Award for Best Film
tt0101898,Flirting,AACTA Award for Best Editing
tt0101898,Flirting,AACTA Award for Best Production Design
tt0150662,Fucking Åmål,Greta
tt0150662,Fucking Åmål,Amanda Award for Best Foreign Feature Film
tt0048605,The Seven Year Itch,Golden Globe Award for Best Actor – Motion Picture Musical or Comedy
tt0112379,Antonia's Line,Academy Award for Best International Feature Film
tt0374583,Look at Me,European Film Award for Best Screenwriter
tt1866249,The Sessions,Sundance Audience Award: U.S. Dramatic
tt1866249,The Sessions,Sundance Special Jury Prize for Ensemble Cast
tt0094606,The Accidental Tourist,Academy Award for Best Supporting Actress
tt0093260,Innerspace,Academy Award for Best Visual Effects
tt0259393,Lantana,AACTA Award for Best Film
tt0259393,Lantana,AACTA Award for Best Actor in a Supporting Role
tt0259393,Lantana,AACTA Award for Best Adapted Screenplay
tt0259393,Lantana,AACTA Award for Best Actress in a Supporting Role
tt0259393,Lantana,AACTA Award for Best Actor in a Leading Role
tt0259393,Lantana,AACTA Award for Best Actress in a Leading Role
tt0259393,Lantana,AACTA Award for Best Direction
tt0157503,Drop Dead Gorgeous,Audience Award of the Alpe d'Huez International Comedy Film Festival
tt1306980,50/50,National Board of Review Award for Best Original Screenplay
tt1306980,50/50,Independent Spirit Award for Best First Screenplay
tt0069467,Cries and Whispers,Academy Award for Best Cinematography
tt0460792,Fast Food Nation,Genesis Award
tt0409184,Russian Dolls,César Award for Best Supporting Actress
tt0090095,Subway,César Award for Best Production Design
tt0090095,Subway,César Award for Best Sound
tt0090095,Subway,César Award for Best Actor
tt1430615,Big Miracle,Genesis Award
tt0057578,This Sporting Life,National Board of Review: Top Ten Films
tt0929425,Gomorrah,European Film Award for Best Screenwriter
tt0929425,Gomorrah,David di Donatello for Best Director
tt0929425,Gomorrah,David di Donatello for Best Film
tt0929425,Gomorrah,European Film Award for Best Film
tt0929425,Gomorrah,Cannes Film Festival Grand Prix by
tt0929425,Gomorrah,European Film Award for Best Actor
tt0929425,Gomorrah,European Film Award for Best Cinematographer
tt0929425,Gomorrah,European Film Award for Best Director
tt0181536,Finding Forrester,Silver Bear Grand Jury Prize
tt0252444,Rabbit-Proof Fence,National Board of Review Award for Best Director
tt0252444,Rabbit-Proof Fence,London Film Critics Circle Award for Director of the Year
tt0252444,Rabbit-Proof Fence,AACTA Award for Best Film
tt0252444,Rabbit-Proof Fence,AACTA Award for Best Original Music Score
tt0252444,Rabbit-Proof Fence,AACTA Award for Best Sound
tt0213890,Mohabbatein,IIFA Award for Star Debut of the Year – Female
tt0297884,Far from Heaven,Los Angeles Film Critics Association Award for Best Actress
tt0297884,Far from Heaven,New York Film Critics Circle Award for Best Director
tt0297884,Far from Heaven,Broadcast Film Critics Association Award for Best Actress
tt0297884,Far from Heaven,Independent Spirit Award for Best Cinematography
tt0297884,Far from Heaven,National Board of Review Award for Best Actress
tt0297884,Far from Heaven,London Film Critics Circle Award for Actress of the Year
tt0297884,Far from Heaven,National Board of Review: Top Ten Films
tt0297884,Far from Heaven,National Society of Film Critics Award for Best Supporting Actress
tt0297884,Far from Heaven,New York Film Critics Circle Award for Best Film
tt0297884,Far from Heaven,Independent Spirit Award for Best Female Lead
tt0297884,Far from Heaven,National Society of Film Critics Award for Best Cinematography
tt0297884,Far from Heaven,San Francisco Film Critics Circle Award for Best Director
tt0297884,Far from Heaven,Toronto Film Critics Association Award for Best Actress
tt0074777,The Last Tycoon,National Board of Review: Top Ten Films
tt0213890,Mohabbatein,IIFA Award for Best Supporting Actor
tt0213890,Mohabbatein,Bollywood Movie Award – Best Story
tt0213890,Mohabbatein,Filmfare Award for Best Supporting Actor
tt0213890,Mohabbatein,Filmfare Award for Best Scene of the Year
tt0213890,Mohabbatein,Filmfare Award for Best Sound Design
tt0213890,Mohabbatein,IIFA Award for Best Costume Design
tt0213890,Mohabbatein,Filmfare Critics Award for Best Actor
tt0213890,Mohabbatein,Bollywood Movie Award – Critics Award Male
tt0213890,Mohabbatein,IIFA Award for Best Story
tt0213890,Mohabbatein,IIFA Award for Star Debut of the Year – Male
tt0297884,Far from Heaven,Online Film Critics Society Award for Best Costume Design
tt0297884,Far from Heaven,Satellite Award for Best Director
tt0297884,Far from Heaven,Independent Spirit Award for Best Supporting Male
tt0297884,Far from Heaven,Independent Spirit Award for Best Director
tt0297884,Far from Heaven,Satellite Award for Best Film
tt0075824,That Obscure Object of Desire,Los Angeles Film Critics Association Award for Best Foreign Language Film
tt0075824,That Obscure Object of Desire,National Board of Review Award for Best Director
tt0075824,That Obscure Object of Desire,National Society of Film Critics Award for Best Director
tt0075824,That Obscure Object of Desire,National Board of Review Award for Best Foreign Language Film
tt0381429,Somersault,AACTA Award for Best Editing
tt0381429,Somersault,AACTA Award for Best Original Music Score
tt0381429,Somersault,AACTA Award for Best Original Screenplay
tt0381429,Somersault,AACTA Award for Best Production Design
tt0381429,Somersault,AACTA Award for Best Sound
tt0381429,Somersault,AACTA Award for Best Film
tt0381429,Somersault,AACTA Award for Best Actor in a Supporting Role
tt0381429,Somersault,AACTA Award for Best Actress in a Supporting Role
tt0381429,Somersault,AACTA Award for Best Actor in a Leading Role
tt0381429,Somersault,AACTA Award for Best Cinematography
tt0381429,Somersault,AACTA Award for Best Actress in a Leading Role
tt0381429,Somersault,AACTA Award for Best Costume Design
tt0381429,Somersault,AACTA Award for Best Direction
tt0042646,King Solomon's Mines,Academy Award for Best Film Editing
tt0042646,King Solomon's Mines,"Academy Award for Best Cinematography, Color"
tt0210299,Songcatcher,Sundance Special Jury Prize for Ensemble Cast
tt0025948,Viva Villa!,National Board of Review: Top Ten Films
tt0085672,Hercules,Golden Raspberry Award for Worst New Star
tt0085672,Hercules,Golden Raspberry Award for Worst Supporting Actress
tt0395119,Alatriste,Goya Award for Best Costume Design
tt0395119,Alatriste,Goya Award for Best Artistic Direction
tt0395119,Alatriste,Goya Award for Best Producer
tt0220627,Maelstrom,Academy of Canadian Cinema and Television Award for Best Motion Picture
tt0116191,Emma,Academy Award for Best Original Musical or Comedy Score
tt0050706,Mon Oncle,New York Film Critics Circle Award for Best Foreign Language Film
tt0050706,Mon Oncle,Academy Award for Best International Feature Film
tt0050706,Mon Oncle,Jury Prize
tt0313670,Sweet Sixteen,European Film Academy Critics Award
tt0113828,Les Misérables,César Award for Best Supporting Actress
tt0316188,Raising Victor Vargas,Grand prix du Festival de Deauville
tt0048317,Love Me or Leave Me,Academy Award for Best Story
tt0203230,You Can Count on Me,National Board of Review: Top Ten Films
tt0203230,You Can Count on Me,Sundance Film Festival U.S. Dramatic Grand Jury Prize Award
tt0203230,You Can Count on Me,Waldo Salt Screenwriting Award
tt0086017,Funny Dirty Little War,Silver Bear Grand Jury Prize
tt0119572,Love Jones,Sundance Audience Award: U.S. Dramatic
tt0105869,The Wicked City,Sitges Film Festival best special effects award
tt2084989,Upstream Color,Sundance Special Jury Prize for Sound Design Dramatic
tt0284328,Mujhe Kucch Kehna Hai,Zee Cine Award for Best Male Debut
tt0284328,Mujhe Kucch Kehna Hai,Bollywood Movie Award – Best Male Debut
tt0284328,Mujhe Kucch Kehna Hai,Filmfare Award for Best Male Debut
tt1386697,Suicide Squad,Academy Award for Best Makeup and Hairstyling
tt1386697,Suicide Squad,Critics' Choice Movie Award for Best Actress in an Action Movie
tt5215952,The Wailing,Sitges Film Festival Best cinematography
imdb_id,title,award_label
tt0057590,Tom Jones,Academy Award for Best Picture
tt0057590,Tom Jones,Academy Award for Best Director
tt0057590,Tom Jones,"Academy Award for Best Writing, Adapted Screenplay"
tt0057590,Tom Jones,Academy Award for Best Original Score
tt1244668,Soul Kitchen,Grand Jury Prize of the Venice Film Festival
tt0057590,Tom Jones,National Board of Review Award for Best Film
tt0057590,Tom Jones,National Board of Review: Top Ten Films
tt0026191,Ceiling Zero,National Board of Review: Top Ten Films
tt0033152,The Thief of Bagdad,"Academy Award for Best Cinematography, Color"
tt0033152,The Thief of Bagdad,"Academy Award for Best Art Direction, Color"
tt0033152,The Thief of Bagdad,Academy Award for Best Special Effects
tt0039631,Monsieur Verdoux,National Board of Review Award for Best Film
tt0039631,Monsieur Verdoux,National Board of Review: Top Ten Films
tt0358273,Walk the Line,Academy Award for Best Actress
tt0358273,Walk the Line,National Board of Review: Top Ten Films
tt0358273,Walk the Line,Amanda Award for Best Foreign Feature Film
tt0358273,Walk the Line,Silver nugget for the best foreign film
tt0046806,The Bridges at Toko-Ri,Academy Award for Best Special Effects
tt0172684,Kuch Kuch Hota Hai,Filmfare Award for Best Film
tt0172684,Kuch Kuch Hota Hai,Zee Cine Award for Best Film
tt0078902,Breaking Away,"Academy Award for Best Writing, Original Screenplay"
tt0078902,Breaking Away,National Board of Review: Top Ten Films
tt0050933,Sayonara,Academy Award for Best Supporting Actor
tt0050933,Sayonara,Academy Award for Best Supporting Actress
tt0050933,Sayonara,Academy Award for Best Sound
tt0050933,Sayonara,Academy Award for Best Production Design
tt0043278,An American in Paris,"Academy Award for Best Writing, Original Screenplay"
tt0043278,An American in Paris,Academy Award for Best Picture
tt0043278,An American in Paris,"Academy Award for Best Cinematography, Color"
tt0043278,An American in Paris,"Academy Award for Best Costume Design, Color"
tt0043278,An American in Paris,"Academy Award for Best Art Direction, Color"
tt0043278,An American in Paris,National Board of Review: Top Ten Films
tt0043278,An American in Paris,Academy Award for Best Original Musical Score
tt0920458,Flame & Citron,Robert Award for Best Costume Design
tt0920458,Flame & Citron,Robert Award for Best Production Design
tt0920458,Flame & Citron,Robert Award for Best Makeup
tt0920458,Flame & Citron,Robert Award for Best Visual Effects
tt0920458,Flame & Citron,Robert Award for Best Sound Design
tt0068278,The Bitter Tears of Petra von Kant,German Film Award for Best Cinematography
tt0068278,The Bitter Tears of Petra von Kant,German Film Award for Best Actress
tt0068278,The Bitter Tears of Petra von Kant,German Film Award/Best Supporting Female Role
tt0055618,Whistle Down the Wind,National Board of Review: Top Ten Films
tt0089853,The Purple Rose of Cairo,César Award for Best Foreign Film
tt0082222,Man of Iron,Palme d'Or
tt0043560,Fourteen Hours,National Board of Review: Top Ten Films
tt0089853,The Purple Rose of Cairo,BAFTA Award for Best Film
tt0089853,The Purple Rose of Cairo,Golden Globe Award for Best Screenplay
tt1372686,Coriolanus,BIFA Award for Best Supporting Actress
tt0150216,Cradle Will Rock,National Board of Review: Top Ten Films
tt0116790,Kolya,Czech Lion for Best Film
tt0041452,The Heiress,Academy Award for Best Actress
tt0116790,Kolya,Academy Award for Best International Feature Film
tt0116790,Kolya,Golden Globe Award for Best Non-English Language Film
tt0041452,The Heiress,"Academy Award for Best Costume Design, Black-and-White"
tt0041452,The Heiress,"Academy Award for Best Art Direction, Black and White"
tt0041452,The Heiress,Academy Award for Best Original Dramatic or Comedy Score
tt0041452,The Heiress,Golden Globe Award for Best Actress – Motion Picture Drama
tt0041452,The Heiress,National Board of Review Award for Best Actor
tt0041452,The Heiress,National Board of Review: Top Ten Films
tt0427312,Grizzly Man,National Society of Film Critics Award for Best Non-Fiction Film
tt0427312,Grizzly Man,Alfred P. Sloan Prize
tt0037059,Meet Me in St. Louis,National Board of Review: Top Ten Films
tt0427312,Grizzly Man,Directors Guild of America Award for Outstanding Directing – Documentaries
tt0028203,Romeo and Juliet,National Board of Review: Top Ten Films
tt0374271,Tere Naam,Zee Cine Award for Best Background Music
tt0374271,Tere Naam,Zee Cine Award for Best Female Debut
tt0374271,Tere Naam,Zee Cine Award for Best Music Director
tt0079638,Norma Rae,Academy Award for Best Actress
tt0079638,Norma Rae,Silver nugget for the best foreign film
tt0102258,Lamhe,Filmfare Award for Best Film
tt1566648,"Waiting for ""Superman""",Sundance Audience Award: U.S. Documentary
tt0084296,The Man from Snowy River,AACTA Award for Best Original Music Score
tt0025004,The Count of Monte Cristo,National Board of Review: Top Ten Films
tt2082197,Barfi!,Filmfare Award for Best Art Direction
tt2082197,Barfi!,IIFA Award for Best Costume Design
tt2082197,Barfi!,IIFA Award for Best Background Score
tt2082197,Barfi!,IIFA Award for Best Director
tt2082197,Barfi!,IIFA Award for Best Actor
tt2082197,Barfi!,Zee Cine Award for Best Actor – Female
tt2082197,Barfi!,Zee Cine Award for Best Cinematography
tt2082197,Barfi!,Zee Cine Award for Best Female Debut
tt2082197,Barfi!,Zee Cine Award for Best Film
tt2082197,Barfi!,Zee Cine Award for Best Screenplay
tt2082197,Barfi!,Zee Cine Award – Critics' Choice Best Actor
tt2082197,Barfi!,Apsara Award for Best Actor in a Leading Role
tt2082197,Barfi!,Apsara Award for Best Director
tt2082197,Barfi!,IIFA Award for Best Movie
tt2082197,Barfi!,IIFA Award for Best Music Director
tt2082197,Barfi!,Filmfare Award for Best Music Director
tt2082197,Barfi!,Zee Cine Award for Best Director
tt2082197,Barfi!,IIFA Award for Best Sound Recording
tt2082197,Barfi!,IIFA Award for Best Screenplay
tt2082197,Barfi!,Filmfare Award for Best Background Score
tt2082197,Barfi!,Filmfare Award for Best Film
tt2082197,Barfi!,Filmfare Award for Best Actor
tt2082197,Barfi!,Apsara Award for Best Female Debut
tt2082197,Barfi!,Apsara Award for Best Film
tt2082197,Barfi!,IIFA Award for Best Art Direction
tt2082197,Barfi!,IIFA Award for Best Cinematography
tt2082197,Barfi!,IIFA Award for Best Makeup
tt2082197,Barfi!,IIFA Award for Best Story
tt2082197,Barfi!,Stardust Award for Best Drama Actress
tt2082197,Barfi!,Stardust Award for Film of the Year
tt2082197,Barfi!,Stardust Award for Star of the Year – Female
tt2082197,Barfi!,Filmfare Award for Best Female Debut
tt0168794,The Five Senses,Toronto International Film Festival Award for Best Canadian Film
tt0075939,Peppermint Soda,Louis Delluc Prize
tt2431286,Philomena,Queer Lion
tt0072812,Conduct Unbecoming,National Board of Review: Top Ten Films
tt2345737,The Rover,AACTA Award for Best Actress in a Supporting Role
tt2345737,The Rover,AACTA Award for Best Sound
tt0084893,We of the Never Never,AACTA Award for Best Cinematography
tt0053985,Kanoon,Filmfare Award for Best Supporting Actor
tt0053985,Kanoon,Filmfare Award for Best Director
tt3331846,Stand by Me Doraemon,Japan Academy Prize for Animation of the Year
imdb_id,title,award_label
